item_lot_id	lot_name	slot	item_category	item_id	item_param_name	normalized_runtime_id	raw_runtime_descriptor	quantity	base_points	slot_acquisition_flag	generic_acquisition_flag	all_acquisition_flags
201040180	ブロック宝箱【レベル4_トゥメル】2F　候補9	01	4	7130	儀式素材【アンコモンD】レベル1	0x40001BDA	0xB0001BDA	2	100	0	52901000	52901000
201040190	ブロック宝箱【レベル4_トゥメル】2F　候補10	01	8	81120				1	100	0	52901000	52901000
201040200	ブロック宝箱【レベル4_トゥメル】3F　候補1	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	6	100	0	52901000	52901000
201040210	ブロック宝箱【レベル4_トゥメル】3F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	4	100	0	52901000	52901000
201040220	ブロック宝箱【レベル4_トゥメル】3F　候補3	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	4	100	0	52901000	52901000
201040230	ブロック宝箱【レベル4_トゥメル】3F　候補4	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	3	100	0	52901000	52901000
201040240	ブロック宝箱【レベル4_トゥメル】3F　候補5	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	3	100	0	52901000	52901000
201040250	ブロック宝箱【レベル4_トゥメル】3F　候補6	01	4	7023	儀式素材【コモンC】レベル4	0x40001B6F	0xB0001B6F	4	100	0	52901000	52901000
201040260	ブロック宝箱【レベル4_トゥメル】3F　候補7	01	4	7023	儀式素材【コモンC】レベル4	0x40001B6F	0xB0001B6F	3	100	0	52901000	52901000
201040270	ブロック宝箱【レベル4_トゥメル】3F　候補8	01	4	7121	儀式素材【アンコモンC】レベル2	0x40001BD1	0xB0001BD1	1	100	0	52901000	52901000
201040280	ブロック宝箱【レベル4_トゥメル】3F　候補9	01	4	7130	儀式素材【アンコモンD】レベル1	0x40001BDA	0xB0001BDA	3	100	0	52901000	52901000
201040290	ブロック宝箱【レベル4_トゥメル】3F　候補10	01	8	81120				1	100	0	52901000	52901000
201040300	ブロック宝箱【レベル4_トゥメル】4F　候補1	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	8	100	0	52901000	52901000
201040310	ブロック宝箱【レベル4_トゥメル】4F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	6	100	0	52901000	52901000
201040320	ブロック宝箱【レベル4_トゥメル】4F　候補3	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	6	100	0	52901000	52901000
201040330	ブロック宝箱【レベル4_トゥメル】4F　候補4	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	5	100	0	52901000	52901000
201040340	ブロック宝箱【レベル4_トゥメル】4F　候補5	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	5	100	0	52901000	52901000
201040350	ブロック宝箱【レベル4_トゥメル】4F　候補6	01	4	7023	儀式素材【コモンC】レベル4	0x40001B6F	0xB0001B6F	6	100	0	52901000	52901000
201040360	ブロック宝箱【レベル4_トゥメル】4F　候補7	01	4	7023	儀式素材【コモンC】レベル4	0x40001B6F	0xB0001B6F	5	100	0	52901000	52901000
201040370	ブロック宝箱【レベル4_トゥメル】4F　候補8	01	4	7121	儀式素材【アンコモンC】レベル2	0x40001BD1	0xB0001BD1	2	100	0	52901000	52901000
201040380	ブロック宝箱【レベル4_トゥメル】4F　候補9	01	4	7130	儀式素材【アンコモンD】レベル1	0x40001BDA	0xB0001BDA	5	100	0	52901000	52901000
201040390	ブロック宝箱【レベル4_トゥメル】4F　候補10	01	8	81140				1	100	0	52901000	52901000
201042000	ブロック宝箱【レベル4_ローラン】1F　候補1	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	2	100	0	52901000	52901000
201042010	ブロック宝箱【レベル4_ローラン】1F　候補2	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	2	100	0	52901000	52901000
201042020	ブロック宝箱【レベル4_ローラン】1F　候補3	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	2	100	0	52901000	52901000
201042030	ブロック宝箱【レベル4_ローラン】1F　候補4	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	1	100	0	52901000	52901000
201042040	ブロック宝箱【レベル4_ローラン】1F　候補5	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	1	100	0	52901000	52901000
201042050	ブロック宝箱【レベル4_ローラン】1F　候補6	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	1	100	0	52901000	52901000
201042060	ブロック宝箱【レベル4_ローラン】1F　候補7	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	1	100	0	52901000	52901000
201042070	ブロック宝箱【レベル4_ローラン】1F　候補8	01	4	7023	儀式素材【コモンC】レベル4	0x40001B6F	0xB0001B6F	2	100	0	52901000	52901000
201042080	ブロック宝箱【レベル4_ローラン】1F　候補9	01	4	7023	儀式素材【コモンC】レベル4	0x40001B6F	0xB0001B6F	1	100	0	52901000	52901000
201042090	ブロック宝箱【レベル4_ローラン】1F　候補10	01	8	81310				1	100	0	52901000	52901000
201042100	ブロック宝箱【レベル4_ローラン】2F　候補1	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	4	100	0	52901000	52901000
201042110	ブロック宝箱【レベル4_ローラン】2F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	3	100	0	52901000	52901000
201042120	ブロック宝箱【レベル4_ローラン】2F　候補3	01	4	7013	儀式素材【コモンB】レベル4	0x40001B65	0xB0001B65	3	100	0	52901000	52901000
201042130	ブロック宝箱【レベル4_ローラン】2F　候補4	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	2	100	0	52901000	52901000
201042140	ブロック宝箱【レベル4_ローラン】2F　候補5	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	1	100	0	52901000	52901000
201042150	ブロック宝箱【レベル4_ローラン】2F　候補6	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	1	100	0	52901000	52901000
201042160	ブロック宝箱【レベル4_ローラン】2F　候補7	01	4	7023	儀式素材【コモンC】レベル4	0x40001B6F	0xB0001B6F	3	100	0	52901000	52901000
201042170	ブロック宝箱【レベル4_ローラン】2F　候補8	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	1	100	0	52901000	52901000
201042180	ブロック宝箱【レベル4_ローラン】2F　候補9	01	4	7121	儀式素材【アンコモンC】レベル2	0x40001BD1	0xB0001BD1	1	100	0	52901000	52901000
201042190	ブロック宝箱【レベル4_ローラン】2F　候補10	01	8	81320				1	100	0	52901000	52901000
201042200	ブロック宝箱【レベル4_ローラン】3F　候補1	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	6	100	0	52901000	52901000
201042210	ブロック宝箱【レベル4_ローラン】3F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	3	100	0	52901000	52901000
201042220	ブロック宝箱【レベル4_ローラン】3F　候補3	01	4	7013	儀式素材【コモンB】レベル4	0x40001B65	0xB0001B65	5	100	0	52901000	52901000
201042230	ブロック宝箱【レベル4_ローラン】3F　候補4	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	4	100	0	52901000	52901000
201042240	ブロック宝箱【レベル4_ローラン】3F　候補5	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	3	100	0	52901000	52901000
201042250	ブロック宝箱【レベル4_ローラン】3F　候補6	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	3	100	0	52901000	52901000
201042260	ブロック宝箱【レベル4_ローラン】3F　候補7	01	4	7023	儀式素材【コモンC】レベル4	0x40001B6F	0xB0001B6F	5	100	0	52901000	52901000
201042270	ブロック宝箱【レベル4_ローラン】3F　候補8	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	2	100	0	52901000	52901000
201042280	ブロック宝箱【レベル4_ローラン】3F　候補9	01	4	7121	儀式素材【アンコモンC】レベル2	0x40001BD1	0xB0001BD1	2	100	0	52901000	52901000
201042290	ブロック宝箱【レベル4_ローラン】3F　候補10	01	8	81321				1	100	0	52901000	52901000
201042300	ブロック宝箱【レベル4_ローラン】4F　候補1	01	4	7003	儀式素材【コモンA】レベル4	0x40001B5B	0xB0001B5B	8	100	0	52901000	52901000
201042310	ブロック宝箱【レベル4_ローラン】4F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	5	100	0	52901000	52901000
201042320	ブロック宝箱【レベル4_ローラン】4F　候補3	01	4	7013	儀式素材【コモンB】レベル4	0x40001B65	0xB0001B65	7	100	0	52901000	52901000
201042330	ブロック宝箱【レベル4_ローラン】4F　候補4	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	6	100	0	52901000	52901000
201042340	ブロック宝箱【レベル4_ローラン】4F　候補5	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	5	100	0	52901000	52901000
201042350	ブロック宝箱【レベル4_ローラン】4F　候補6	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	5	100	0	52901000	52901000
201042360	ブロック宝箱【レベル4_ローラン】4F　候補7	01	4	7023	儀式素材【コモンC】レベル4	0x40001B6F	0xB0001B6F	7	100	0	52901000	52901000
201042370	ブロック宝箱【レベル4_ローラン】4F　候補8	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	2	100	0	52901000	52901000
201042380	ブロック宝箱【レベル4_ローラン】4F　候補9	01	4	7121	儀式素材【アンコモンC】レベル2	0x40001BD1	0xB0001BD1	3	100	0	52901000	52901000
201042390	ブロック宝箱【レベル4_ローラン】4F　候補10	01	8	81340				1	100	0	52901000	52901000
201050000	ブロック宝箱【レベル5_トゥメル】1F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	2	100	0	52901000	52901000
201050010	ブロック宝箱【レベル5_トゥメル】1F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	2	100	0	52901000	52901000
201050020	ブロック宝箱【レベル5_トゥメル】1F　候補3	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201050030	ブロック宝箱【レベル5_トゥメル】1F　候補4	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201050040	ブロック宝箱【レベル5_トゥメル】1F　候補5	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201050050	ブロック宝箱【レベル5_トゥメル】1F　候補6	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201050060	ブロック宝箱【レベル5_トゥメル】1F　候補7	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201050070	ブロック宝箱【レベル5_トゥメル】1F　候補8	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201050080	ブロック宝箱【レベル5_トゥメル】1F　候補9	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201050090	ブロック宝箱【レベル5_トゥメル】1F　候補10	01	8	81110				1	100	0	52901000	52901000
201050100	ブロック宝箱【レベル5_トゥメル】2F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	6	100	0	52901000	52901000
201050110	ブロック宝箱【レベル5_トゥメル】2F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	4	100	0	52901000	52901000
201050120	ブロック宝箱【レベル5_トゥメル】2F　候補3	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	5	100	0	52901000	52901000
201050130	ブロック宝箱【レベル5_トゥメル】2F　候補4	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	2	100	0	52901000	52901000
201050140	ブロック宝箱【レベル5_トゥメル】2F　候補5	01	4	7121	儀式素材【アンコモンC】レベル2	0x40001BD1	0xB0001BD1	2	100	0	52901000	52901000
201050150	ブロック宝箱【レベル5_トゥメル】2F　候補6	01	4	7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	1	100	0	52901000	52901000
201050160	ブロック宝箱【レベル5_トゥメル】2F　候補7	01	4	7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	1	100	0	52901000	52901000
201050170	ブロック宝箱【レベル5_トゥメル】2F　候補8	01	4	7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	2	100	0	52901000	52901000
201050180	ブロック宝箱【レベル5_トゥメル】2F　候補9	01	4	7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	2	100	0	52901000	52901000
201050190	ブロック宝箱【レベル5_トゥメル】2F　候補10	01	8	81120				1	100	0	52901000	52901000
201050200	ブロック宝箱【レベル5_トゥメル】3F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	9	100	0	52901000	52901000
201050210	ブロック宝箱【レベル5_トゥメル】3F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	6	100	0	52901000	52901000
201050220	ブロック宝箱【レベル5_トゥメル】3F　候補3	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	6	100	0	52901000	52901000
201050230	ブロック宝箱【レベル5_トゥメル】3F　候補4	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	4	100	0	52901000	52901000
201050240	ブロック宝箱【レベル5_トゥメル】3F　候補5	01	4	7121	儀式素材【アンコモンC】レベル2	0x40001BD1	0xB0001BD1	3	100	0	52901000	52901000
201050250	ブロック宝箱【レベル5_トゥメル】3F　候補6	01	4	7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	2	100	0	52901000	52901000
201050260	ブロック宝箱【レベル5_トゥメル】3F　候補7	01	4	7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	1	100	0	52901000	52901000
201050270	ブロック宝箱【レベル5_トゥメル】3F　候補8	01	4	7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	3	100	0	52901000	52901000
201050280	ブロック宝箱【レベル5_トゥメル】3F　候補9	01	4	7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	3	100	0	52901000	52901000
201050290	ブロック宝箱【レベル5_トゥメル】3F　候補10	01	8	81120				1	100	0	52901000	52901000
201050300	ブロック宝箱【レベル5_トゥメル】4F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	12	100	0	52901000	52901000
201050310	ブロック宝箱【レベル5_トゥメル】4F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	8	100	0	52901000	52901000
201050320	ブロック宝箱【レベル5_トゥメル】4F　候補3	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	7	100	0	52901000	52901000
201050330	ブロック宝箱【レベル5_トゥメル】4F　候補4	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	6	100	0	52901000	52901000
201050340	ブロック宝箱【レベル5_トゥメル】4F　候補5	01	4	7121	儀式素材【アンコモンC】レベル2	0x40001BD1	0xB0001BD1	4	100	0	52901000	52901000
201050350	ブロック宝箱【レベル5_トゥメル】4F　候補6	01	4	7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	2	100	0	52901000	52901000
201050360	ブロック宝箱【レベル5_トゥメル】4F　候補7	01	4	7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	2	100	0	52901000	52901000
201050370	ブロック宝箱【レベル5_トゥメル】4F　候補8	01	4	7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	4	100	0	52901000	52901000
201050380	ブロック宝箱【レベル5_トゥメル】4F　候補9	01	4	7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	4	100	0	52901000	52901000
201050390	ブロック宝箱【レベル5_トゥメル】4F　候補10	01	8	81140				1	100	0	52901000	52901000
201052000	ブロック宝箱【レベル5_ローラン】1F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	2	100	0	52901000	52901000
201052010	ブロック宝箱【レベル5_ローラン】1F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	2	100	0	52901000	52901000
201052020	ブロック宝箱【レベル5_ローラン】1F　候補3	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	2	100	0	52901000	52901000
201052030	ブロック宝箱【レベル5_ローラン】1F　候補4	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201052040	ブロック宝箱【レベル5_ローラン】1F　候補5	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201052050	ブロック宝箱【レベル5_ローラン】1F　候補6	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201052060	ブロック宝箱【レベル5_ローラン】1F　候補7	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201052070	ブロック宝箱【レベル5_ローラン】1F　候補8	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201052080	ブロック宝箱【レベル5_ローラン】1F　候補9	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201052090	ブロック宝箱【レベル5_ローラン】1F　候補10	01	8	81310				1	100	0	52901000	52901000
201052100	ブロック宝箱【レベル5_ローラン】2F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	6	100	0	52901000	52901000
201052110	ブロック宝箱【レベル5_ローラン】2F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	3	100	0	52901000	52901000
201052120	ブロック宝箱【レベル5_ローラン】2F　候補3	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	6	100	0	52901000	52901000
201052130	ブロック宝箱【レベル5_ローラン】2F　候補4	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	4	100	0	52901000	52901000
201052140	ブロック宝箱【レベル5_ローラン】2F　候補5	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	3	100	0	52901000	52901000
201052150	ブロック宝箱【レベル5_ローラン】2F　候補6	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	3	100	0	52901000	52901000
201052160	ブロック宝箱【レベル5_ローラン】2F　候補7	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	1	100	0	52901000	52901000
201052170	ブロック宝箱【レベル5_ローラン】2F　候補8	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	1	100	0	52901000	52901000
201052180	ブロック宝箱【レベル5_ローラン】2F　候補9	01	4	7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	1	100	0	52901000	52901000
201052190	ブロック宝箱【レベル5_ローラン】2F　候補10	01	8	81320				1	100	0	52901000	52901000
201052200	ブロック宝箱【レベル5_ローラン】3F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	9	100	0	52901000	52901000
201052210	ブロック宝箱【レベル5_ローラン】3F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	6	100	0	52901000	52901000
201052220	ブロック宝箱【レベル5_ローラン】3F　候補3	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	9	100	0	52901000	52901000
201052230	ブロック宝箱【レベル5_ローラン】3F　候補4	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	6	100	0	52901000	52901000
201052240	ブロック宝箱【レベル5_ローラン】3F　候補5	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	5	100	0	52901000	52901000
201052250	ブロック宝箱【レベル5_ローラン】3F　候補6	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	5	100	0	52901000	52901000
201052260	ブロック宝箱【レベル5_ローラン】3F　候補7	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	1	100	0	52901000	52901000
201052270	ブロック宝箱【レベル5_ローラン】3F　候補8	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	1	100	0	52901000	52901000
201052280	ブロック宝箱【レベル5_ローラン】3F　候補9	01	4	7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	1	100	0	52901000	52901000
201052290	ブロック宝箱【レベル5_ローラン】3F　候補10	01	8	81321				1	100	0	52901000	52901000
201052300	ブロック宝箱【レベル5_ローラン】4F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	12	100	0	52901000	52901000
201052310	ブロック宝箱【レベル5_ローラン】4F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	8	100	0	52901000	52901000
201052320	ブロック宝箱【レベル5_ローラン】4F　候補3	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	12	100	0	52901000	52901000
201052330	ブロック宝箱【レベル5_ローラン】4F　候補4	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	8	100	0	52901000	52901000
201052340	ブロック宝箱【レベル5_ローラン】4F　候補5	01	4	7014	儀式素材【コモンB】レベル5	0x40001B66	0xB0001B66	7	100	0	52901000	52901000
201052350	ブロック宝箱【レベル5_ローラン】4F　候補6	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	7	100	0	52901000	52901000
201052360	ブロック宝箱【レベル5_ローラン】4F　候補7	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	2	100	0	52901000	52901000
201052370	ブロック宝箱【レベル5_ローラン】4F　候補8	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	2	100	0	52901000	52901000
201052380	ブロック宝箱【レベル5_ローラン】4F　候補9	01	4	7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	1	100	0	52901000	52901000
201052390	ブロック宝箱【レベル5_ローラン】4F　候補10	01	8	81340				1	100	0	52901000	52901000
201053000	ブロック宝箱【レベル5_イズ】1F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	2	100	0	52901000	52901000
201053010	ブロック宝箱【レベル5_イズ】1F　候補2	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	2	100	0	52901000	52901000
201053020	ブロック宝箱【レベル5_イズ】1F　候補3	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	2	100	0	52901000	52901000
201053030	ブロック宝箱【レベル5_イズ】1F　候補4	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201053040	ブロック宝箱【レベル5_イズ】1F　候補5	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201053050	ブロック宝箱【レベル5_イズ】1F　候補6	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201053060	ブロック宝箱【レベル5_イズ】1F　候補7	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201053070	ブロック宝箱【レベル5_イズ】1F　候補8	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201053080	ブロック宝箱【レベル5_イズ】1F　候補9	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	1	100	0	52901000	52901000
201053090	ブロック宝箱【レベル5_イズ】1F　候補10	01	8	81410				1	100	0	52901000	52901000
201053100	ブロック宝箱【レベル5_イズ】2F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	6	100	0	52901000	52901000
201053110	ブロック宝箱【レベル5_イズ】2F　候補2	01	4	7100	儀式素材【アンコモンA】レベル1	0x40001BBC	0xB0001BBC	3	100	0	52901000	52901000
201053120	ブロック宝箱【レベル5_イズ】2F　候補3	01	4	7100	儀式素材【アンコモンA】レベル1	0x40001BBC	0xB0001BBC	2	100	0	52901000	52901000
201053130	ブロック宝箱【レベル5_イズ】2F　候補4	01	4	7100	儀式素材【アンコモンA】レベル1	0x40001BBC	0xB0001BBC	1	100	0	52901000	52901000
201053140	ブロック宝箱【レベル5_イズ】2F　候補5	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	3	100	0	52901000	52901000
201053150	ブロック宝箱【レベル5_イズ】2F　候補6	01	4	7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	2	100	0	52901000	52901000
201053160	ブロック宝箱【レベル5_イズ】2F　候補7	01	4	7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	1	100	0	52901000	52901000
201053170	ブロック宝箱【レベル5_イズ】2F　候補8	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	1	100	0	52901000	52901000
201053180	ブロック宝箱【レベル5_イズ】2F　候補9	01	8	81420				1	100	0	52901000	52901000
201053190	ブロック宝箱【レベル5_イズ】2F　候補10	01	8	81420				1	100	0	52901000	52901000
201053200	ブロック宝箱【レベル5_イズ】3F　候補1	01	4	7004	儀式素材【コモンA】レベル5	0x40001B5C	0xB0001B5C	9	100	0	52901000	52901000
201053210	ブロック宝箱【レベル5_イズ】3F　候補2	01	4	7100	儀式素材【アンコモンA】レベル1	0x40001BBC	0xB0001BBC	6	100	0	52901000	52901000
201053220	ブロック宝箱【レベル5_イズ】3F　候補3	01	4	7100	儀式素材【アンコモンA】レベル1	0x40001BBC	0xB0001BBC	4	100	0	52901000	52901000
201053230	ブロック宝箱【レベル5_イズ】3F　候補4	01	4	7100	儀式素材【アンコモンA】レベル1	0x40001BBC	0xB0001BBC	3	100	0	52901000	52901000
201053240	ブロック宝箱【レベル5_イズ】3F　候補5	01	4	7024	儀式素材【コモンC】レベル5	0x40001B70	0xB0001B70	5	100	0	52901000	52901000
201053250	ブロック宝箱【レベル5_イズ】3F　候補6	01	4	7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	2	100	0	52901000	52901000
201053260	ブロック宝箱【レベル5_イズ】3F　候補7	01	4	7131	儀式素材【アンコモンD】レベル2	0x40001BDB	0xB0001BDB	1	100	0	52901000	52901000
201053270	ブロック宝箱【レベル5_イズ】3F　候補8	01	4	7140	儀式素材【アンコモンE】レベル1	0x40001BE4	0xB0001BE4	1	100	0	52901000	52901000
201053280	ブロック宝箱【レベル5_イズ】3F　候補9	01	4	7110	儀式素材【アンコモンB】レベル1	0x40001BC6	0xB0001BC6	1	100	0	52901000	52901000
201053290	ブロック宝箱【レベル5_イズ】3F　候補10	01	8	81420				1	100	0	52901000	52901000
