location_flag	canonical_map	map_variants	item_lot_ids	display_items	classification	mvp_candidate	placement_count	event_names	coordinates
53400460	m34_00_00_00	m34_00_00_00	3400460	Blood Vial x6	filler	False	1	Item_宝死体46	-397.65,1500.98,-644.36
53400470	m34_00_00_00	m34_00_00_00	3400470	Pebble x1	filler	False	1	Item_宝死体47	-399.82,1501.38,-680.75
53400480	m34_00_00_00	m34_00_00_00	3400480	Twin Blood Stone Shards x2	filler	False	1	Item_宝死体48	-428.952,1491.35,-544.502
53400490	m34_00_00_00	m34_00_00_00	3400490	Blood Vial x2	filler	False	1	Item_宝死体49	-434,1484.59,-545.47
53400500	m34_00_00_00	m34_00_00_00	3400500	Oil Urn x3	filler	False	1	Item_宝死体50	-427.4,1484.6,-568.72
53400510	m34_00_00_00	m34_00_00_00	3400510	Butcher Mask x1	useful	True	1	Item_宝死体51	-372.05402,1498.82,-640.623
53400520	m34_00_00_00	m34_00_00_00	3400520	Quicksilver Bullets x4	filler	False	1	Item_宝死体52	-526.62,1500.01,-399.9
53400530	m34_00_00_00	m34_00_00_00	3400530	Frenzied Coldblood (8) x1	filler	False	1	Item_宝死体53	-508.67,1489.81,-487.78
53400540	m34_00_00_00	m34_00_00_00	3400540	Molotov Cocktail x3	filler	False	1	Item_宝死体54	-496.84,1521.79,-344.88
53400580	m34_00_00_00	m34_00_00_00	3400580	Old Hunter Cap x1	useful	True	1	Item_宝死体58	-498.91,1500.8,-427.81
53400590	m34_00_00_00	m34_00_00_00	3400590	Twin Blood Stone Shards x3	filler	False	1	Item_宝死体59	-523.89,1508.42,-420.81
53400600	m34_00_00_00	m34_00_00_00	3400600;3400610	Old Hunter Gloves x1; Blood Vial x1	useful	True	2	Item_宝死体60;Item_宝死体61	-422.79,1500.41,-415.05;-499.83,1496.87,-459.6
53401000	m34_00_00_00	m34_00_00_00	3401000	Delayed Molotov x5	filler	False	1	Item_宝死体TGS00	-382.38,1489,-550.81
53401010	m34_00_00_00	m34_00_00_00	3401010	Oil Urn x3	filler	False	1	Item_宝死体TGS01	-342.08002,1494.1,-522.56
53401020	m34_00_00_00	m34_00_00_00	3401020	Bone Marrow Ash x3	filler	False	1	Item_宝死体TGS02	-336.89,1496.719,-568.419
53401030	m34_00_00_00	m34_00_00_00	3401030	Fire Paper x3	filler	False	1	Item_宝死体TGS03	-383.61,1493.039,-563.35
53401040	m34_00_00_00	m34_00_00_00	3401040	Blood Vial x2	filler	False	1	Item_宝死体TGS04	-374.52,1490.66,-565.72
53401050	m34_00_00_00	m34_00_00_00	3401050	Blood Vial x1	filler	False	1	Item_宝死体TGS05	-427.4,1484.6,-568.72
53401060	m34_00_00_00	m34_00_00_00	3401060	Oil Urn x4	filler	False	1	Item_宝死体TGS06	-428.952,1491.35,-544.502
53401070	m34_00_00_00	m34_00_00_00	3401070	Quicksilver Bullets x8	filler	False	1	Item_宝死体TGS07	-434,1484.59,-545.47
53401080	m34_00_00_00	m34_00_00_00	3401080	Quicksilver Bullets x10	filler	False	1	Item_宝死体TGS08	-394.59,1499.06,-612.12
53401090	m34_00_00_00	m34_00_00_00	3401090	Blood Vial x10	filler	False	1	Item_宝死体TGS09	-369.46002,1498.94,-645.6
53401100	m34_00_00_00	m34_00_00_00	3401100	Blood Vial x4	filler	False	1	Item_宝死体TGS10	-397.65,1500.98,-644.36
53401110	m34_00_00_00	m34_00_00_00	3401110	Pebble x1	filler	False	1	Item_宝死体TGS11	-399.82,1501.38,-680.75
53401120	m34_00_00_00	m34_00_00_00	3401120	Fire Paper x1	filler	False	1	Item_宝死体TGS12	-381.19,1495.85,-556.14
53401130	m34_00_00_00	m34_00_00_00	3401130	Quicksilver Bullets x10	filler	False	1	Item_宝死体TGS13	-414.96,1506.58,-764.24
53500000	m35_00_00_00	m35_00_00_00	3500000	Kin Coldblood (10) x1	filler	False	1	Item_宝死体【ひまわり畑00】	-422.40002,1544.54,-839.24
53500110	m35_00_00_00	m35_00_00_00	3500110	Blood Vial x2	filler	False	1	Item_宝死体【時計塔01】	-331.32,1572.84,-840.82
53500120	m35_00_00_00	m35_00_00_00	3500120	Blue Elixir x2	filler	False	1	Item_宝死体【時計塔02】	-353.89,1555.79,-825.66
53500130	m35_00_00_00	m35_00_00_00	3500130	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体【時計塔03】	-382.64,1513.05,-777.52
53500140	m35_00_00_00	m35_00_00_00	3500140	Blood Stone Chunk x1	filler	False	1	Item_宝死体【時計塔04】	-376.23203,1631.09,-806.98
53500150	m35_00_00_00	m35_00_00_00	3500150	Blue Elixir x1	filler	False	1	Item_宝死体【時計塔05】	-354.991,1603.36,-860.983
53500160	m35_00_00_00	m35_00_00_00	3500160	unknown x1	optional	False	1	Item_宝死体【時計塔ギミック後水銀内00】	-352.7,1556.3,-823.25
53500180	m35_00_00_00	m35_00_00_00	3500180	Blue Elixir x1	filler	False	1	Item_宝死体【時計塔ギミック後水銀内01】	-377.2,1557.8,-806.36
53500190	m35_00_00_00	m35_00_00_00	3500190	unknown x1	optional	False	1	Item_宝死体【時計塔09】	-350.42,1595.56,-847.081
53500200	m35_00_00_00	m35_00_00_00	3500200	Kin Coldblood (10) x1	filler	False	1	Item_宝死体【時計塔ギミック後水銀内02】	-365.2,1556,-816.35
53500210	m35_00_00_00	m35_00_00_00	3500210	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体【時計塔11】	-331.40002,1572.93,-807.2
53500220	m35_00_00_00	m35_00_00_00	3500220	Sedative x3	filler	False	1	Item_宝死体【時計塔2F左部屋】	-364.1,1572.86,-875.4
53500230	m35_00_00_00	m35_00_00_00	3500230	Madman's Knowledge x1	filler	False	1	Item_宝死体【時計塔13】	-331.18002,1583.17,-808.2
53500250	m35_00_00_00	m35_00_00_00	3500250	Beast Blood Pellet x6	filler	False	1	Item_宝死体【治験棟エリア】	-355.11002,1583.33,-776.89996
53500260	m35_00_00_00	m35_00_00_00	3500260	Quicksilver Bullets x3	filler	False	1	Item_宝死体【時計塔4F暗闇部屋】	-334.7,1593.32,-858.5
53500270	m35_00_00_00	m35_00_00_00	3500270	Blood Vial x5	filler	False	1	Item_宝死体【時計塔17】	-359,1589,-851.39996
53500280	m35_00_00_00	m35_00_00_00	3500280	Blood Vial x2	filler	False	1	Item_宝死体【時計塔18】	-357.67,1604.48,-836.26
53500290	m35_00_00_00	m35_00_00_00	3500290	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体【時計塔19】	-340.18002,1572.96,-842.54
53500300	m35_00_00_00	m35_00_00_00	3500300	Antidote x2	filler	False	1	Item_宝死体【時計塔20】	-352.80002,1593.3,-833.5
53500310	m35_00_00_00	m35_00_00_00	3500310	Quicksilver Bullets x4	filler	False	1	Item_宝死体【時計塔06】	-340.35,1583.92,-836.3
53500500	m35_00_00_00	m35_00_00_00	3500500	Kin Coldblood (10) x1	filler	False	1	Item_宝死体【聖堂00】	-387.27002,1525.4,-826.07996
53500530	m35_00_00_00	m35_00_00_00	3500530	Blood Stone Chunk x1	filler	False	1	Item_宝死体【聖堂03】	-387.47,1525.53,-820.26
53500540	m35_00_00_00	m35_00_00_00	3500540	Great One's Wisdom x1	filler	False	1	Item_宝死体【聖堂04】	-341.48,1630.61,-816.67
53500600	m35_00_00_00	m35_00_00_00	3500600	Frenzied Coldblood (9) x1	filler	False	1	Item_宝死体【地下牢00】	-368.83002,1513.36,-779.98
53500620	m35_00_00_00	m35_00_00_00	3500620	Blue Elixir x4	filler	False	1	Item_宝死体【時計塔23】	-378.73,1603.48,-839.86
53500630	m35_00_00_00	m35_00_00_00	3500630	Blood Stone Chunk x1	filler	False	1	Item_宝死体【地下牢03】	-314.46402,1497.146,-796.482
53500800	m35_00_00_00	m35_00_00_00	3500800	Underground Cell Key x1	key_or_badge	True	1	Item_宝死体【時計塔12】	-334.864,1583.33,-850.87
53500810	m35_00_00_00	m35_00_00_00	3500810	Fist of Gratia x1	useful	True	1	Item_宝死体【地下牢04】	-382.21002,1512.92,-803.42
53500820	m35_00_00_00	m35_00_00_00	3500820	Enlarged Head x1	useful	True	1	Item_宝死体【時計塔07】	-352.178,1603.47,-862.17896
53500830	m35_00_00_00	m35_00_00_00	3500830	Blacksky Eye x1	useful	True	1	Item_宝死体【ひまわり畑の椅子】	-424.36902,1537.766,-824.798
53500840	m35_00_00_00	m35_00_00_00	3500840	Great One's Wisdom x1	filler	False	1	Item_宝死体【聖堂02】	-349.31,1526.35,-820.44
53500850	m35_00_00_00	m35_00_00_00	3500850	Church Cannon x1	useful	True	1	Item_宝箱【聖堂下層】	-321.30002,1499.3,-824.41
53500860	m35_00_00_00	m35_00_00_00	3500860	Loch Shield x1	useful	True	1	Item_宝死体【時計塔10】	-331.61002,1568.2,-826.64996
53500870	m35_00_00_00	m35_00_00_00	3500870	Decorative Old Hunter Garb x1	useful	True	1	Item_宝死体【時計塔】_2F右四足部屋ハンター	-359.28,1572.71,-786.39
53501100	m35_00_00_00	m35_00_00_00	3501100	unknown x1	optional	False	1	Item_宝箱【時計塔6F】	-376.54,1613.74,-809.1
53501500	m35_00_00_00	m35_00_00_00	3501500	unknown x1	optional	False	1	Item_宝箱【聖堂上層】	-327.7,1539.05,-830.69
53600000	m36_00_00_00	m36_00_00_00	3600000	Lead Elixir x1	filler	False	1	宝死体00_賽の河原	-540.2,1594.5,-815.2
53600010	m36_00_00_00	m36_00_00_00	3600010	Madman's Knowledge x1	filler	False	1	宝死体01_賽の河原	-559.3,1594.52,-824.5
53600100	m36_00_00_00	m36_00_00_00	3600100	Blood Vial x3	filler	False	1	宝死体10_村1_魚人A初出	-610.60004,1594.6,-792
53600110	m36_00_00_00	m36_00_00_00	3600110	Lead Elixir x2	filler	False	1	宝死体11_村1_井戸	-662.7,1595,-796.2
53600120	m36_00_00_00	m36_00_00_00	3600120	Kin Coldblood (10) x1	filler	False	1	宝死体12_村1_魚人大後方	-638,1594.5,-810.7
53600130	m36_00_00_00	m36_00_00_00	3600130	Oil Urn x4	filler	False	1	宝死体13_村1_火炎壷トラップ	-676.2,1594.5,-812.8
53600140	m36_00_00_00	m36_00_00_00	3600140	unknown x1	optional	False	1	宝死体14_村1_投擲家屋2F	-682.4,1600,-776
53600150	m36_00_00_00	m36_00_00_00	3600150	Great One's Wisdom x1	filler	False	1	宝死体15_村1_養殖槽外壁	-652.2,1600.9,-825.2
53600160	m36_00_00_00	m36_00_00_00	3600160	unknown x1	optional	False	1	宝死体16_村1_包丁ハウス1F	-619.60004,1595.5,-789.4
53600170	m36_00_00_00	m36_00_00_00	3600170	Blood Stone Chunk x1	filler	False	1	宝死体17_村1_包丁ハウス2F	-626.8,1598.1,-781.8
53600200	m36_00_00_00	m36_00_00_00	3600200	Blood Stone Chunk x1	filler	False	1	宝死体20_山道	-690.4,1603.64,-826.2
53600210	m36_00_00_00	m36_00_00_00	3600210	Great One's Wisdom x1	filler	False	1	宝死体21_山道	-675,1606.5,-847.4
53600220	m36_00_00_00	m36_00_00_00	3600220	Kin Coldblood (10) x1	filler	False	1	宝死体22_灯台	-661.80005,1614.83,-887.5
53600230	m36_00_00_00	m36_00_00_00	3600230	Kin Coldblood (10) x1	filler	False	1	宝死体23_灯台	-637,1611.3,-874.4
53600300	m36_00_00_00	m36_00_00_00	3600300	Blood Stone Chunk x2	filler	False	1	宝死体30_村2	-647.2,1598.1,-910.60004
53600310	m36_00_00_00	m36_00_00_00	3600310	Blood Vial x3	filler	False	1	宝死体31_村2	-621.4,1597.24,-882.4
53600320	m36_00_00_00	m36_00_00_00	3600320	Blood Stone Chunk x1	filler	False	1	宝死体32_村2	-621.5,1594.3,-936.2
53600330	m36_00_00_00	m36_00_00_00	3600330	Blood Stone Chunk x1	filler	False	1	宝死体33_村2	-618.7,1594.28,-917.4
53600340	m36_00_00_00	m36_00_00_00	3600340	unknown x1	optional	False	1	宝死体34_村2	-622.4,1594.62,-932.8
53600350	m36_00_00_00	m36_00_00_00	3600350	Kin Coldblood (10) x1	filler	False	1	宝死体35_村2	
53600360	m36_00_00_00	m36_00_00_00	3600360	Kin Coldblood (10) x1	filler	False	1	宝死体36_村2	-600.2,1598.9,-906.60004
53600400	m36_00_00_00	m36_00_00_00	3600400	Oil Urn x4	filler	False	1	宝死体40_養殖槽上層	-571.2,1608,-884.8
53600410	m36_00_00_00	m36_00_00_00	3600410	Blood Vial x6	filler	False	1	宝死体41_養殖槽上層	-609,1610.66,-872.7
53600420	m36_00_00_00	m36_00_00_00	3600420	Madman's Knowledge x1	filler	False	1	宝死体42_養殖槽上層	
53600430	m36_00_00_00	m36_00_00_00	3600430	unknown x1	optional	False	1	宝死体43_養殖槽中層	-616.2,1594.3,-846.2
53600440	m36_00_00_00	m36_00_00_00	3600440	Twin Blood Stone Shards x3	filler	False	1	宝死体44_養殖槽中層	-647.6,1594.62,-833
53600450	m36_00_00_00	m36_00_00_00	3600450	Blood Stone Chunk x1	filler	False	1	宝死体45_養殖槽中層	-625,1594.6,-832.2
53600460	m36_00_00_00	m36_00_00_00	3600460	Blood Stone Chunk x1	filler	False	1	宝死体46_養殖槽中層	-649.80005,1596.7,-832.2
53600470	m36_00_00_00	m36_00_00_00	3600470	Blood Stone Chunk x1	filler	False	1	宝死体47_養殖槽中層	-663,1595.76,-831.60004
53600500	m36_00_00_00	m36_00_00_00	3600500	Lead Elixir x1	filler	False	1	宝死体50_暗渠中層	-671.2,1594.9,-894.2
53600510	m36_00_00_00	m36_00_00_00	3600510	Kin Coldblood (11) x1	filler	False	1	宝死体51_暗渠中層	-630.2,1594.8,-865
53600520	m36_00_00_00	m36_00_00_00	3600520	Madman's Knowledge x1	filler	False	1	宝死体52_暗渠中層	-649.2,1594.6,-874.60004
53600530	m36_00_00_00	m36_00_00_00	3600530	Great One's Wisdom x1	filler	False	1	宝死体53_暗渠下層	-675,1587.4,-888.5
53600540	m36_00_00_00	m36_00_00_00	3600540	Lead Elixir x2	filler	False	1	宝死体54_暗渠下層	-653.6,1586.9,-838.2
53600550	m36_00_00_00	m36_00_00_00	3600550	Kin Coldblood (11) x1	filler	False	1	宝死体55_暗渠下層	-665.6,1587.2,-807.9
53600560	m36_00_00_00	m36_00_00_00	3600560	unknown x1	optional	False	1	宝死体56_暗渠下層	-667.2,1587,-809.2
53600570	m36_00_00_00	m36_00_00_00	3600570	unknown x1	optional	False	1	宝死体57_暗渠下層	-655.5,1572.24,-885.9
53600600	m36_00_00_00	m36_00_00_00	3600600	Blood Rock x1	filler	False	1	宝死体60_養殖槽下層	-573.4,1589.8,-893.4
53600610	m36_00_00_00	m36_00_00_00	3600610	unknown x1	optional	False	1	宝死体61_養殖槽下層	-577.2,1589.7,-888.60004
53600700	m36_00_00_00	m36_00_00_00	3600700	Harrowed Hood x1	useful	True	1	宝死体_ハンター	-620.8,1599.94,-783.8
